stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Coding\i2p2\blooooom\SourceCode\allegro5.cfg r
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.20280] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.20281] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.20282] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20310] added dtor for bitmap 00000000172759c0, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20336] opening ./assets/image/tower/Archer_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20344] opening ./assets/image/tower/Archer_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20348] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20349] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20350] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20351] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20351] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20352] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20353] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20354] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20355] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.20356] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.20357] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.20358] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.20359] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20387] added dtor for bitmap 0000000017278290, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20418] opening ./assets/image/tower/Canon_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20426] opening ./assets/image/tower/Canon_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20430] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20432] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20433] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20434] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20435] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20435] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20436] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20437] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20438] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.20439] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.20440] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.20442] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.20443] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20473] added dtor for bitmap 000000001727ab60, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20503] opening ./assets/image/tower/Poison_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20510] opening ./assets/image/tower/Poison_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20514] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20515] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20516] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20516] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20517] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20518] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20519] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20519] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20520] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.20521] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.20522] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.20523] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.20523] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20555] added dtor for bitmap 000000001727d430, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20581] opening ./assets/image/tower/Storm_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20589] opening ./assets/image/tower/Storm_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20593] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20594] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20595] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20596] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20597] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20597] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20598] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20599] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20600] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.20600] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.20601] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.20602] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.20603] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20635] added dtor for bitmap 000000001727fd00, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20723] opening ./assets/image/roles/role1_left.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.20732] opening ./assets/image/roles/role1_left.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20737] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20739] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20740] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20741] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20742] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20743] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20744] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.20745] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.20746] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.20747] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.20748] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.20749] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20779] added dtor for bitmap 00000000172748f0, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.21816] opening ./assets/image/roles/role2_left.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.21832] opening ./assets/image/roles/role2_left.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21837] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21838] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21839] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21840] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21841] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21841] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21842] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21843] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.21844] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.21845] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.21845] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.21846] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.21847] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.21897] added dtor for bitmap 0000000017274480, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23948] opening ./assets/image/roles/role3_left.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23961] opening ./assets/image/roles/role3_left.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23971] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23974] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23976] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23979] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23980] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.23984] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.23985] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.23986] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.23987] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.23988] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.24054] added dtor for bitmap 00000000172753a0, func 00007ff836ee1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28120] opening ./assets/image/mainmenu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.28150] opening ./assets/image/mainmenu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28158] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28161] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28163] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28164] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28165] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28166] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.28167] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.28168] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.28169] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.28171] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.28172] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.28239] added dtor for bitmap 0000000017274710, func 00007ff836ee1bea
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.32608] Loading sample ./assets/sound/menumusic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.32633] opening ./assets/sound/menumusic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.32747] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.32748] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.32749] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.32750] total_samples 5599232
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.32751] total_size 22396928
dtor     D               dtor.c:196  _al_register_destructor          [   0.46644] added dtor for sample 0000000002cb7730, func 00007ff837011a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.46656] added dtor for sample_instance 0000000002cce2b0, func 00007ff83700929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.46658] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.46659]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.46660]  0.000000 0.707107
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46705] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46706] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46708] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46710] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46711] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46712] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.46713] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.46714] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.46714] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.46716] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.46717] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.46778] Glyph 28: 27x37 (28x40)
font     D                ttf.c:287  alloc_glyph_region               [   0.46780] Locking glyph region: 000000001731f500 0 0 28 40
font     D                ttf.c:167  unlock_current_page              [   0.47571] Unlocking page: 000000001731f500
font     D                ttf.c:446  cache_glyph                      [   0.47580] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.47584] Glyph 51: 22x37 (24x40)
font     D                ttf.c:287  alloc_glyph_region               [   0.47586] Locking glyph region: 000000001731f500 28 0 24 40
font     D                ttf.c:167  unlock_current_page              [   0.47622] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47629] Glyph 72: 26x27 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.47630] Locking glyph region: 000000001731f500 52 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.47635] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47640] Glyph 85: 13x25 (16x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.47641] Locking glyph region: 000000001731f500 80 0 16 28
font     D                ttf.c:167  unlock_current_page              [   0.47643] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47646] Glyph 70: 26x27 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.47647] Locking glyph region: 000000001731f500 96 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.47651] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47654] Glyph 81: 20x26 (20x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.47654] Locking glyph region: 000000001731f500 124 0 20 28
font     D                ttf.c:167  unlock_current_page              [   0.47657] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47659] Glyph 87: 14x33 (16x36)
font     D                ttf.c:287  alloc_glyph_region               [   0.47660] Locking glyph region: 000000001731f500 144 0 16 36
font     D                ttf.c:167  unlock_current_page              [   0.47662] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47666] Glyph 38: 33x37 (36x40)
font     D                ttf.c:287  alloc_glyph_region               [   0.47667] Locking glyph region: 000000001731f500 160 0 36 40
font     D                ttf.c:167  unlock_current_page              [   0.47669] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47673] Glyph 68: 26x27 (28x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.47673] Locking glyph region: 000000001731f500 196 0 28 28
font     D                ttf.c:167  unlock_current_page              [   0.47676] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47678] Glyph 10: 7x17 (8x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.47679] Locking glyph region: 000000001731f500 224 0 8 20
font     D                ttf.c:167  unlock_current_page              [   0.47683] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47686] Glyph 58: 33x37 (36x40)
font     D                ttf.c:287  alloc_glyph_region               [   0.47687] Locking glyph region: 000000001731f500 232 0 36 40
font     D                ttf.c:167  unlock_current_page              [   0.47689] Unlocking page: 000000001731f500
font     D                ttf.c:243  alloc_glyph_region               [   0.47692] Glyph 76: 8x33 (8x36)
font     D                ttf.c:287  alloc_glyph_region               [   0.47692] Locking glyph region: 000000001731f500 268 0 8 36
font     D                ttf.c:167  unlock_current_page              [   0.47695] Unlocking page: 000000001731f500
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47740] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47741] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47742] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47743] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47743] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47744] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47747] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47749] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.47749] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.47750] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.47751] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.47752] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.47753] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.47785] Glyph 54: 15x21 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.47787] Locking glyph region: 000000001731f1a0 0 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.48221] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48230] Glyph 87: 9x19 (12x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.48231] Locking glyph region: 000000001731f1a0 16 0 12 20
font     D                ttf.c:167  unlock_current_page              [   0.48257] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48262] Glyph 68: 15x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.48263] Locking glyph region: 000000001731f1a0 28 0 16 16
font     D                ttf.c:167  unlock_current_page              [   0.48269] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48275] Glyph 85: 8x15 (8x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.48276] Locking glyph region: 000000001731f1a0 44 0 8 16
font     D                ttf.c:167  unlock_current_page              [   0.48279] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48287] Glyph 53: 14x21 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.48288] Locking glyph region: 000000001731f1a0 52 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.48294] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48298] Glyph 82: 16x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.48299] Locking glyph region: 000000001731f1a0 68 0 16 16
font     D                ttf.c:167  unlock_current_page              [   0.48302] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48305] Glyph 79: 5x21 (8x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.48306] Locking glyph region: 000000001731f1a0 84 0 8 24
font     D                ttf.c:167  unlock_current_page              [   0.48308] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48311] Glyph 72: 15x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.48312] Locking glyph region: 000000001731f1a0 92 0 16 16
font     D                ttf.c:167  unlock_current_page              [   0.48315] Unlocking page: 000000001731f1a0
font     D                ttf.c:446  cache_glyph                      [   0.48317] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.48320] Glyph 70: 15x16 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.48321] Locking glyph region: 000000001731f1a0 108 0 16 16
font     D                ttf.c:167  unlock_current_page              [   0.48326] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48336] Glyph 36: 18x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.48337] Locking glyph region: 000000001731f1a0 124 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.48343] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48347] Glyph 69: 15x21 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.48348] Locking glyph region: 000000001731f1a0 144 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.48352] Unlocking page: 000000001731f1a0
font     D                ttf.c:243  alloc_glyph_region               [   0.48357] Glyph 88: 12x14 (12x16)
font     D                ttf.c:287  alloc_glyph_region               [   0.48358] Locking glyph region: 000000001731f1a0 160 0 12 16
font     D                ttf.c:167  unlock_current_page              [   0.48362] Unlocking page: 000000001731f1a0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.48608] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.48610] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.48703] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.48709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.48796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.48798] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.48860] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.48862] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.48917] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.48919] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49019] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49021] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49089] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49154] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49268] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49270] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49432] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49435] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49553] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49555] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49753] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.49949] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.49953] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.83242] opening ./assets/image/startback.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.83260] opening ./assets/image/startback.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83268] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83269] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83270] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83271] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83272] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83273] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83274] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83275] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.83276] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.83277] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.83278] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.83279] Found a format
